player,position,team,ppg_pred,games_pred,projected_total,vor,our_overall_rank,our_pos_rank,blend_rank,blend_pos_rank,adp_pos_rank,adp_overall_rank,value_gap,sleeper_pts_half_ppr,age,years_exp,target_ppg,target_games
Kenneth Walker III,RB,SEA,12.32191721791824,14.706657105382593,181.2142114048334,59.80293528343199,19.0,9.0,52.0,19.0,17.0,41.0,8.0,165.5,24.865160848733744,3,8.82,20.0
Terry McLaurin,WR,WAS,11.633404882769664,16.31187328154567,189.76262628065342,56.928755398492115,20.0,7.0,41.0,13.0,17.0,42.0,10.0,194.7,29.96303901437372,6,9.52,10.0
Chuba Hubbard,RB,CAR,12.017600269502456,14.804413054212784,177.9135183101332,56.5022421887318,21.0,10.0,37.0,14.0,18.0,44.0,8.0,196.8,26.2258726899384,4,6.9,16.0
Trey McBride,TE,ARI,10.122979230559022,14.873068116337537,150.55975963637448,55.94265947331213,22.0,1.0,31.0,1.0,2.0,29.0,1.0,196.4,25.77686516084873,3,14.876470588235296,17.0
Sam LaPorta,TE,DET,9.314004682556355,16.128771125275534,150.22344978469607,55.606349621633726,23.0,2.0,67.0,4.0,4.0,49.0,2.0,146.9,24.635181382614647,2,9.655555555555557,9.0
Joe Burrow,QB,CIN,17.508887625357243,15.994509059286386,280.0460617418037,55.5708153439742,24.0,5.0,10.0,5.0,5.0,40.0,0.0,331.24,28.725530458590008,5,16.8075,8.0
Drake London,WR,ATL,11.653721756128785,16.15175223081407,188.22802637183955,55.39415548967824,25.0,8.0,25.0,8.0,8.0,17.0,0.0,224.4,24.10677618069815,3,13.991666666666667,12.0
Ladd McConkey,WR,LAC,11.861125719354856,15.831334126142188,187.77744437528534,54.943573493124035,26.0,9.0,32.0,11.0,11.0,26.0,2.0,195.7,23.805612594113622,1,8.700000000000001,17.0
Lamar Jackson,QB,BAL,17.25661194448506,16.18845110877836,279.357818766457,54.88257236862748,27.0,6.0,4.0,2.0,2.0,21.0,-4.0,359.04,28.648870636550303,7,16.527692307692305,13.0
James Conner,RB,ARI,12.003921135275336,14.589806548998828,175.13488719310556,53.72361107170414,28.0,11.0,39.0,16.0,20.0,48.0,9.0,203.5,30.327173169062284,8,9.766666666666667,3.0
Patrick Mahomes,QB,KC,17.016297095585607,16.25290497715231,276.5642597575457,52.089013359716176,29.0,7.0,15.0,6.0,6.0,53.0,-1.0,327.02,29.95756331279945,8,20.37,14.0
CeeDee Lamb,WR,DAL,12.292996491325958,15.035345354580556,184.82944768973283,51.995576807571524,30.0,10.0,11.0,3.0,3.0,6.0,-7.0,248.5,26.40109514031485,5,11.671428571428573,14.0
Josh Jacobs,RB,GB,11.708010843001553,14.772221615896502,172.95333085413816,51.542054732736744,31.0,12.0,17.0,7.0,7.0,13.0,-5.0,243.8,27.55373032169747,6,13.69375,16.0
Garrett Wilson,WR,NYJ,11.306179612471224,16.11765455659242,182.22909734859914,49.39522646643783,32.0,11.0,42.0,14.0,18.0,43.0,7.0,195.7,25.111567419575632,3,11.642857142857142,7.0
Jordan Addison,WR,MIN,11.584816083752791,15.67675814273846,181.61235987309905,48.778488990937745,33.0,12.0,81.0,32.0,43.0,96.0,31.0,148.2,23.59479808350445,2,8.15,14.0
Puka Nacua,WR,LA,12.010157155863476,15.104710935479998,181.4099521290044,48.5760812468431,34.0,13.0,22.0,7.0,6.0,12.0,-7.0,227.8,24.26009582477755,2,16.342105263157894,19.0
Jaxon Smith-Njigba,WR,SEA,10.975451202430602,16.12346136484234,176.9622634241022,44.12839254194088,35.0,14.0,46.0,15.0,14.0,32.0,0.0,184.5,23.54551676933607,2,15.02,20.0
Caleb Williams,QB,CHI,16.15305789190352,16.504902472211732,266.6046451338576,42.129398736028094,36.0,8.0,49.0,12.0,16.0,134.0,8.0,290.52,23.786447638603697,1,16.693684210526317,19.0
Jared Goff,QB,DET,17.000750152289108,15.643275636911667,265.9474206665265,41.47217426869699,37.0,9.0,44.0,10.0,10.0,101.0,1.0,278.14,30.882956878850106,9,17.474117647058822,17.0
Chase Brown,RB,CIN,10.551774654417603,15.157806054927327,159.94175374695985,38.53047762555843,38.0,13.0,28.0,12.0,12.0,25.0,-1.0,225.3,25.44832306639288,2,14.594117647058823,17.0
DeVonta Smith,WR,PHI,10.83538969953235,15.795875236096473,171.15446382829785,38.32059294613654,39.0,15.0,59.0,23.0,24.0,57.0,9.0,170.2,26.798083504449007,4,9.072222222222225,18.0
Derrick Henry,RB,BAL,10.581459061613781,14.912642711811774,157.7975183555094,36.38624223410798,40.0,14.0,12.0,4.0,5.0,8.0,-9.0,262.7,31.65776865160849,9,16.0,17.0
Alvin Kamara,RB,NO,11.744984158345027,13.431381574532809,157.7513638175751,36.3400876961737,41.0,15.0,40.0,17.0,16.0,38.0,1.0,198.8,30.105407255304584,8,7.654545454545455,11.0
George Kittle,TE,SF,9.113785493052466,14.20152895090003,129.4296885318773,34.81258836881496,42.0,3.0,53.0,3.0,3.0,37.0,0.0,172.5,31.89596167008898,8,11.083333333333334,12.0
DJ Moore,WR,CHI,10.828433495204251,15.381962026646084,166.56255283129434,33.72868194913303,43.0,16.0,56.0,22.0,22.0,51.0,6.0,179.5,28.383299110198493,7,7.746315789473685,19.0
Mark Andrews,TE,BAL,8.255398925582089,15.441281183193578,127.47393608934719,32.856835926284845,44.0,4.0,78.0,5.0,7.0,71.0,3.0,138.0,29.987679671457904,7,6.294117647058823,17.0
James Cook,RB,BUF,10.05108256231488,15.34238504107903,154.2075787507101,32.796302629308684,45.0,16.0,33.0,13.0,13.0,27.0,-3.0,203.7,25.935660506502398,3,15.036842105263156,19.0
Tucker Kraft,TE,GB,7.643145230126343,16.61444361241255,126.98660544741408,32.36950528435173,46.0,5.0,106.0,9.0,11.0,104.0,6.0,123.5,24.826830937713893,2,12.65,8.0
J.K. Dobbins,RB,DEN,11.043759864021201,13.90730905717154,153.58898158212958,32.17770546072816,47.0,17.0,91.0,29.0,38.0,102.0,21.0,143.5,26.70773442847365,5,11.04,10.0
D'Andre Swift,RB,CHI,10.060455800914067,15.253170935909406,153.45385202450362,32.042575903102204,48.0,18.0,65.0,22.0,24.0,63.0,6.0,168.9,26.63107460643395,5,11.755555555555556,18.0
Courtland Sutton,WR,DEN,10.690930797060666,15.386092701378455,164.49165230759726,31.657781425435957,49.0,17.0,55.0,21.0,21.0,50.0,4.0,181.8,29.894592744695416,7,9.615789473684211,19.0
Justin Herbert,QB,LAC,16.097365847537557,15.839210970040881,254.9695737210783,30.49432732324877,50.0,10.0,45.0,11.0,12.0,111.0,2.0,286.8,27.479808350444905,5,16.87529411764706,17.0
Najee Harris,RB,LAC,10.115139483693,14.802579718979626,149.73015857596403,28.318882454562612,51.0,19.0,132.0,38.0,44.0,122.0,25.0,91.0,27.482546201232037,4,3.366666666666667,3.0
Baker Mayfield,QB,TB,16.804141865030537,15.032045490255646,252.6006249398484,28.125378542018865,52.0,11.0,29.0,8.0,7.0,68.0,-4.0,311.5,30.38466803559206,7,15.99529411764706,17.0
Tyreek Hill,WR,MIA,10.58833750243014,15.199774927096152,160.94034688906953,28.106476006908224,53.0,18.0,34.0,12.0,12.0,28.0,-6.0,215.4,31.50444900752909,9,10.75,4.0
Calvin Ridley,WR,TEN,10.506541366969703,15.238690900962759,160.10593632943005,27.272065447268744,54.0,19.0,64.0,26.0,30.0,69.0,11.0,176.9,30.699520876112253,7,5.542857142857144,7.0
Tee Higgins,WR,CIN,11.36920979702088,14.064139416524563,159.8981516410186,27.06428075885728,55.0,20.0,47.0,16.0,13.0,31.0,-7.0,193.7,26.62012320328542,5,12.14,15.0
Travis Kelce,TE,KC,7.952025812020426,15.20900382175698,120.9423909657288,26.32529080266646,56.0,6.0,80.0,6.0,5.0,64.0,-1.0,137.9,35.90691307323751,11,9.129411764705884,17.0
David Montgomery,RB,DET,10.935748032657452,13.446731397319079,147.05006642390532,25.638790302503907,57.0,20.0,63.0,21.0,21.0,52.0,1.0,167.6,28.23545516769336,6,9.112941176470589,17.0
Brock Bowers,TE,LV,8.316440551194752,14.386341464124246,119.64315353557737,25.026053372515022,58.0,7.0,35.0,2.0,1.0,22.0,-6.0,200.3,22.718685831622174,1,12.016666666666666,12.0
Ashton Jeanty,RB,LV,9.986776161314232,14.620646425018867,146.01312318038256,24.60184705898115,59.0,21.0,21.0,9.0,6.0,10.0,-15.0,257.3,21.749486652977414,0,12.8,17.0
Zay Flowers,WR,BAL,10.288806468186657,15.281713041921659,157.23058799069597,24.39671710853466,60.0,21.0,74.0,30.0,27.0,60.0,6.0,159.2,24.971937029431896,2,11.782352941176471,17.0
Jonnu Smith,TE,PIT,7.849507897433253,15.138182929574745,118.82728645848621,24.210186295423867,61.0,8.0,134.0,17.0,17.0,144.0,9.0,99.3,30.028747433264886,8,3.677777777777778,18.0
Kyler Murray,QB,ARI,15.85801410973912,15.61895760952349,247.68565015124068,23.210403753411157,62.0,12.0,36.0,9.0,9.0,94.0,-3.0,313.86,28.0684462696783,6,15.556,5.0
Marvin Harrison Jr.,WR,ARI,10.04113454025681,15.510797336203034,155.7460028794716,22.912131997310297,63.0,22.0,48.0,17.0,15.0,36.0,-7.0,194.8,23.05817932922656,1,8.941666666666668,12.0
Davante Adams,WR,LA,10.878652059875048,14.308079695340481,155.65262065057206,22.818749768410754,64.0,23.0,51.0,19.0,19.0,45.0,-4.0,193.0,32.68720054757016,11,11.347058823529412,17.0
Jerry Jeudy,WR,CLE,9.692601947928631,15.79389370797339,153.08392491928063,20.250054037119327,65.0,24.0,70.0,28.0,33.0,75.0,9.0,175.7,26.357289527720734,5,5.629411764705883,17.0
Christian McCaffrey,RB,SF,11.906733471413212,11.83569207058973,140.92443093423068,19.51315481282927,66.0,22.0,26.0,11.0,4.0,7.0,-18.0,243.0,29.234770704996578,8,19.242105263157896,19.0
Tony Pollard,RB,TEN,9.365703520168902,14.942791092508724,139.94975113625748,18.53847501485606,67.0,23.0,60.0,20.0,25.0,65.0,2.0,190.0,28.33949349760438,6,9.958823529411765,17.0
Zach Charbonnet,RB,SEA,8.807897864199173,15.652186635991816,137.86286124119917,16.451585119797755,68.0,24.0,95.0,30.0,36.0,98.0,12.0,142.1,24.64613278576317,2,10.08235294117647,17.0
Aaron Jones,RB,MIN,9.196302639057459,14.816594343229653,136.25788566048666,14.84660953908525,69.0,25.0,75.0,24.0,26.0,67.0,1.0,159.2,30.748802190280628,8,8.725,12.0
Pat Freiermuth,TE,PIT,6.574677292682952,16.467504331153854,108.2685267931954,13.65142663013306,70.0,9.0,,,25.0,194.0,16.0,88.5,26.85284052019165,4,5.172222222222223,18.0
Zach Ertz,TE,WAS,6.653525350568722,16.24299251092186,108.07316244051648,13.456062277454137,71.0,10.0,142.0,18.0,18.0,153.0,8.0,98.4,34.809034907597535,12,7.800000000000001,13.0
Mike Evans,WR,TB,10.088367311104536,14.387835645784493,145.1497708064769,12.315899924315602,72.0,25.0,50.0,18.0,16.0,39.0,-9.0,194.1,32.030116358658454,11,8.725000000000001,8.0
Rachaad White,RB,TB,8.811283677155203,15.145928789116175,133.4550751148944,12.043798993492999,73.0,26.0,143.0,44.0,50.0,142.0,24.0,92.8,26.63655030800821,3,7.23529411764706,17.0
Cade Otton,TE,TB,6.838846827878722,15.51152111553786,106.08091697656991,11.463816813507563,74.0,11.0,,,28.0,208.0,17.0,93.2,26.38193018480493,3,5.79375,16.0
Xavier Worthy,WR,KC,9.76621499120694,14.765637808715985,144.20439332221406,11.370522440052753,75.0,26.0,68.0,27.0,25.0,58.0,-1.0,173.2,22.349075975359344,1,6.3500000000000005,14.0
Quinshon Judkins,RB,CLE,8.965981790008563,14.67291144651661,131.55705683587612,10.14578071447471,76.0,27.0,118.0,34.0,29.0,82.0,2.0,104.4,21.842573579739906,0,11.2,14.0
George Pickens,WR,DAL,9.382697748031966,15.204597521965223,142.6601429290755,9.826272046914198,77.0,27.0,62.0,25.0,28.0,61.0,1.0,181.9,24.49555099247091,3,14.43529411764706,17.0
DK Metcalf,WR,PIT,9.45530467679991,15.037006410954529,142.17947704256858,9.345606160407272,78.0,28.0,54.0,20.0,20.0,46.0,-8.0,194.7,27.71526351813826,6,9.85625,16.0
C.J. Stroud,QB,HOU,14.742024292014142,15.860493767464504,233.81578440330063,9.340538005471103,79.0,13.0,57.0,13.0,14.0,124.0,1.0,286.0,23.91238877481177,2,13.03375,16.0
Omarion Hampton,RB,LAC,9.093468860006443,14.377972385593935,130.745644158431,9.334368037029577,80.0,28.0,43.0,18.0,14.0,30.0,-14.0,217.4,22.46406570841889,0,11.97,10.0
Kyle Pitts,TE,ATL,6.402996788189255,16.222709565535066,103.87395724384814,9.256857080785792,81.0,12.0,124.0,13.0,13.0,118.0,1.0,111.8,24.903490759753595,4,9.811764705882354,17.0
Nico Collins,WR,HOU,9.773320881310656,14.213663923887747,138.91469842726409,6.080827545102778,82.0,29.0,30.0,10.0,7.0,14.0,-22.0,229.1,26.455852156057496,4,11.91875,16.0
Jayden Reed,WR,GB,8.99752997027252,15.357924799210483,138.1833886620879,5.3495177799266,83.0,30.0,128.0,53.0,49.0,114.0,19.0,103.6,25.34428473648186,2,4.875,8.0
Jameson Williams,WR,DET,8.87008984038182,15.480651737750645,137.31477170151115,4.480900819349841,84.0,31.0,61.0,24.0,26.0,59.0,-5.0,188.0,24.435318275154003,3,11.023529411764706,17.0
Rhamondre Stevenson,RB,NE,8.811662497265164,14.274193885552329,125.77937894001317,4.36810281861176,85.0,29.0,125.0,37.0,43.0,120.0,14.0,111.2,27.520876112251884,4,9.044444444444444,18.0
Keenan Allen,WR,LAC,9.258220409722195,14.724033023227816,136.31834304907136,3.4844721669100522,86.0,32.0,135.0,55.0,55.0,131.0,23.0,100.3,33.347022587268995,12,7.899999999999999,18.0
Quentin Johnston,WR,LAC,8.763152413829,15.474631423345432,135.6065537106036,2.7726828284422993,87.0,33.0,,,81.0,210.0,48.0,67.7,23.98631074606434,2,9.713333333333331,15.0
Jakobi Meyers,WR,JAX,9.788938245759015,13.818787814271879,135.2712605451546,2.437389662993297,88.0,34.0,92.0,36.0,40.0,88.0,6.0,155.16,28.810403832991103,6,8.13529411764706,17.0
T.J. Hockenson,TE,MIN,6.388877460301366,15.080777427086208,96.34923898773269,1.7321388246703435,89.0,13.0,89.0,7.0,6.0,66.0,-7.0,139.0,28.164271047227928,6,5.819999999999999,15.0
Michael Pittman,WR,IND,8.659814969237347,15.531328552780232,134.49843149350968,1.664560611348378,90.0,35.0,110.0,45.0,47.0,110.0,12.0,135.0,27.906913073237508,5,9.552941176470588,17.0
Chris Godwin Jr.,WR,TB,10.525701906060855,12.619953715929729,132.8338708821613,0.0,91.0,36.0,108.0,43.0,45.0,105.0,9.0,133.8,29.51129363449692,8,7.388888888888889,9.0
Jordan Love,QB,GB,14.473384545772545,15.50951995284305,224.47524639782952,0.0,91.0,14.0,66.0,15.0,17.0,136.0,3.0,276.88,26.830937713894592,4,14.69625,16.0
Hunter Henry,TE,NE,6.179503196614838,15.311441252250514,94.61710016306235,0.0,91.0,14.0,151.0,20.0,20.0,165.0,6.0,104.9,30.73511293634497,9,7.085714285714286,21.0
Rico Dowdle,RB,CAR,8.43966090727156,14.385800265600034,121.41127612140141,0.0,91.0,30.0,157.0,51.0,59.0,172.0,29.0,94.6,27.21697467488022,5,10.933333333333334,18.0
Evan Engram,TE,DEN,7.172465373167414,13.038014573113296,93.51470806050725,-1.1023921025551005,95.0,15.0,102.0,8.0,8.0,80.0,-7.0,133.1,30.99794661190965,8,4.322222222222222,18.0
Isaiah Likely,TE,BAL,5.61915146686254,16.540492614590868,92.94353333790728,-1.6735668251550635,96.0,16.0,161.0,21.0,21.0,170.0,5.0,84.5,25.371663244353183,3,3.442857142857143,14.0
Darnell Mooney,WR,ATL,8.291369940124671,15.811054377465842,131.09530098699688,-1.7385698951644315,97.0,37.0,120.0,50.0,54.0,129.0,17.0,131.0,27.84120465434634,5,4.42,15.0
Dalton Kincaid,TE,BUF,5.74802840613667,15.907464255544596,91.43655641047405,-3.1805437525882923,98.0,17.0,126.0,14.0,14.0,121.0,-3.0,112.5,25.87268993839836,2,7.614285714285715,14.0
Mike Gesicki,TE,CIN,5.721449836416947,15.783702586248783,90.30566258014684,-4.311437582915502,99.0,18.0,,,27.0,205.0,9.0,99.5,29.913757700205338,7,4.361538461538462,13.0
Colston Loveland,TE,CHI,5.901179058010893,15.224073379653587,89.83998300563287,-4.777117157429473,100.0,19.0,121.0,12.0,12.0,107.0,-7.0,116.8,21.39630390143737,0,7.561111111111111,18.0
Matthew Stafford,QB,LA,14.093542349530193,15.560358956913507,219.30057793315197,-5.174668464677552,101.0,15.0,77.0,18.0,24.0,179.0,9.0,279.0,37.56605065023956,14,17.519,20.0
Jaylen Waddle,WR,MIA,8.35649327588926,15.182308116942432,126.87085569170837,-5.963015190452936,102.0,38.0,76.0,31.0,32.0,72.0,-6.0,171.8,26.767967145790557,4,10.1325,16.0
David Njoku,TE,CLE,6.684295715441982,13.232450917160516,88.44961497037237,-6.1674851926899805,103.0,20.0,112.0,10.0,10.0,92.0,-10.0,125.0,29.144421629021217,8,5.816666666666666,12.0
Keon Coleman,WR,BUF,8.200341537521034,15.3065278830288,125.51875639442495,-7.315114487736352,104.0,39.0,116.0,48.0,48.0,112.0,9.0,130.0,22.2943189596167,1,5.5600000000000005,15.0
Mason Taylor,TE,NYJ,5.678981072503467,15.302163183207096,86.90069508579249,-7.7164050772698545,105.0,21.0,,,24.0,182.0,3.0,99.5,21.31690622861054,0,5.146153846153847,13.0
Brian Robinson,RB,SF,7.631837033262913,14.583663023857255,111.30013954610081,-10.111136575300606,106.0,31.0,138.0,41.0,33.0,90.0,2.0,71.4,26.4476386036961,3,3.0789473684210527,19.0
Josh Downs,WR,IND,8.522115812773725,14.398850158776632,122.7086686238698,-10.125202258291509,107.0,40.0,117.0,49.0,50.0,117.0,10.0,131.2,24.05475701574264,2,6.8375,16.0
Cole Kmet,TE,CHI,5.214709169829353,15.952674936691253,83.18856027567077,-11.42853988739158,108.0,22.0,,,36.0,252.0,14.0,46.0,26.480492813141684,5,3.538888888888889,18.0
Dalton Schultz,TE,HOU,5.1166089712400025,16.23040470019,83.04463429584806,-11.57246586721429,109.0,23.0,,,29.0,219.0,6.0,76.0,29.14168377823409,7,7.194736842105264,19.0
Wan'Dale Robinson,WR,NYG,7.534129385232571,16.03975048391466,120.8455554526598,-11.988315429501512,110.0,41.0,,,73.0,184.0,32.0,108.3,24.65434633812457,3,10.74375,16.0
Tyrone Tracy Jr.,RB,NYG,7.270394704472777,15.045914142894459,109.38973450845192,-12.021541612949491,111.0,32.0,87.0,27.0,28.0,78.0,-4.0,161.5,25.7741273100616,1,9.52,15.0
Deebo Samuel Sr.,WR,WAS,8.491004647103592,14.108929898746037,119.79898933591141,-13.034881546249892,112.0,42.0,83.0,33.0,36.0,79.0,-6.0,165.1,29.6290212183436,6,9.5125,16.0
Juwan Johnson,TE,NO,4.968720851835277,16.32184990051249,81.09871594120196,-13.518384221860387,113.0,24.0,,,41.0,271.0,17.0,93.5,28.966461327857637,5,8.31764705882353,17.0
Rome Odunze,WR,CHI,7.752065701798616,15.33255613084466,118.85898250282297,-13.974888379338338,114.0,43.0,94.0,38.0,35.0,77.0,-8.0,157.6,23.247091033538677,1,8.864285714285716,14.0
Travis Etienne,RB,JAX,7.309168400794123,14.591975428921495,106.65520571023727,-14.756070411164146,115.0,33.0,99.0,31.0,31.0,84.0,-2.0,140.7,26.598220396988363,3,13.105555555555556,18.0
Jake Ferguson,TE,DAL,5.332235793728085,14.965246632514965,79.79822375586498,-14.818876407197365,116.0,25.0,129.0,15.0,15.0,133.0,-10.0,113.5,26.62012320328542,3,8.652941176470588,17.0
Kareem Hunt,RB,KC,7.3327950318405435,14.41366093417666,105.69242128876473,-15.71885483263668,117.0,34.0,158.0,52.0,56.0,157.0,22.0,92.6,30.072553045859,8,8.023529411764706,17.0
Dallas Goedert,TE,PHI,5.401355404908655,14.54013708135845,78.53644801250822,-16.08065215055413,118.0,26.0,129.0,15.0,16.0,140.0,-10.0,117.7,30.6611909650924,7,9.69375,16.0
Jerome Ford,RB,CLE,7.856832242885524,13.308382831725357,104.56173133296393,-16.849544788437484,119.0,35.0,152.0,48.0,49.0,139.0,14.0,98.1,25.971252566735117,3,2.353846153846154,13.0
Khalil Shakir,WR,BUF,6.966648254005116,16.50678960110011,114.99699695373388,-17.836873928427423,120.0,44.0,111.0,46.0,44.0,100.0,0.0,136.3,25.57700205338809,3,7.2444444444444445,18.0
Jauan Jennings,WR,SF,8.260444904929432,13.880074468301032,114.65559042171836,-18.17828046044295,121.0,45.0,113.0,47.0,46.0,106.0,1.0,132.4,28.145106091718,4,8.576470588235296,17.0
Kaleb Johnson,RB,PIT,7.231772846940991,14.25183629303498,103.06604272301853,-18.345233398382888,122.0,36.0,87.0,27.0,27.0,73.0,-9.0,163.0,22.050650239561943,0,0.8300000000000001,10.0
Javonte Williams,RB,DAL,6.625924006621884,15.542716361263826,102.98485746621272,-18.426418655188698,123.0,37.0,119.0,35.0,39.0,103.0,2.0,124.8,25.352498288843258,4,14.08125,16.0
Cooper Kupp,WR,SEA,8.066946423347133,14.089927562323073,113.6626907541023,-19.171180128059007,124.0,46.0,109.0,44.0,41.0,91.0,-5.0,135.0,32.2135523613963,8,4.88421052631579,19.0
Elijah Arroyo,TE,SEA,4.978501613648154,15.09401501299044,75.14557809860237,-19.471522064459975,125.0,27.0,,,26.0,195.0,-1.0,88.0,22.409308692676248,0,2.1,14.0
DeMario Douglas,WR,NE,7.325823509548811,15.382365763826538,112.68849674511921,-20.145374137042097,126.0,47.0,150.0,60.0,68.0,168.0,21.0,113.0,24.73100616016427,2,3.823809523809524,21.0
Tyler Warren,TE,IND,5.149627321729984,14.361343503564928,73.95556688270736,-20.661533280354988,127.0,28.0,114.0,11.0,9.0,87.0,-19.0,121.6,23.274469541409992,0,8.852941176470589,17.0
Tank Bigsby,RB,PHI,7.371943263763255,13.640082604823425,100.5539150758024,-20.85736104559902,128.0,38.0,148.0,46.0,41.0,115.0,3.0,90.5,23.006160164271048,2,4.023076923076923,13.0
Sam Darnold,QB,SEA,12.507452091662426,16.05976738028368,200.86677111214112,-23.6084752856884,129.0,16.0,,,29.0,199.0,13.0,232.02,28.240930869267626,7,11.771,20.0
Noah Gray,TE,KC,4.259267642921511,16.599710354069803,70.70260919295869,-23.914490970103657,130.0,29.0,,,46.0,281.0,17.0,65.0,26.340862422997947,4,1.76875,16.0
Anthony Richardson,QB,IND,14.12569106369462,13.983222091058332,197.52267533331985,-26.95257106450967,131.0,17.0,,,32.0,215.0,15.0,130.7,23.279945242984255,2,,2.0
Noah Fant,TE,CIN,4.3265449428493525,15.295171250017164,66.17524582177657,-28.441854341285776,132.0,30.0,,,56.0,320.0,26.0,55.0,27.78097193702943,6,3.8533333333333335,15.0
Tyler Conklin,TE,LAC,4.276653924044906,15.31694353803364,65.50526668630583,-29.111833476756516,133.0,31.0,,,55.0,318.0,24.0,49.5,30.091718001368925,7,1.38,10.0
Chig Okonkwo,TE,TEN,4.450652600546524,14.571896680982316,64.85444985810922,-29.762650304953127,134.0,32.0,147.0,19.0,19.0,160.0,-13.0,112.6,25.98220396988364,3,5.647058823529412,17.0
Ja'Tavion Sanders,TE,CAR,4.10332549288388,15.610115475670623,64.05338477818044,-30.563715384881903,135.0,33.0,,,33.0,244.0,0.0,93.3,22.43394934976044,1,3.0384615384615383,13.0
Brock Purdy,QB,SF,14.209799116115182,13.643174159579546,193.86676411379892,-30.6084822840306,136.0,18.0,58.0,14.0,13.0,113.0,-5.0,311.72,25.68104038329911,3,16.125454545454545,11.0
Jalen McMillan,WR,TB,7.355712999394692,13.83275558960634,101.74978010791693,-31.084090774244373,137.0,48.0,,,80.0,207.0,32.0,43.9,23.734428473648187,1,5.9750000000000005,4.0
